place_id,place_name,city,category,place_url,review_id,reviewer,reviewer_profile_url,rating,date_relative,review_text,was_translated,original_confirmed,text_truncated,scraped_at
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2tkMVoyZE1jVUZZTkVnd1lWUjBSRzVOZDJSdVpWRRAB,حمد الدخيل,https://www.google.com/maps/contrib/102862616420617785462/reviews?hl=en,5,7 hours ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2tOUVFYQlFSekZNV1ZaSVlVMDBibkYzTVZkUFRXYxAB,وليد,https://www.google.com/maps/contrib/113600857041981271158/reviews?hl=en,5,7 hours ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2twcWVWUTVlbVZPVkdkd1RHY3hTalJXT1Rrd1FVRRAB,محمد الجعمي,https://www.google.com/maps/contrib/106541768331965305183/reviews?hl=en,5,a day ago,مكان جميل وممتع قريب من جميع الخدمات ومواقف لا بأس بها رغم شحتها في وقت الزحام رائع ومع مرور الوقت يتم تطويره أكثر وأكثر,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21GYVdrOU5iSEpvTkcxblowNVhOR3g0TkVKU05WRRAB,سالم محمد اليافعي,https://www.google.com/maps/contrib/108867650132397905347/reviews?hl=en,5,6 days ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xsR01sRTRWVGRxVWxkVE9GcHdUblF5WldGSlJsRRAB,Mohamed barakat1,https://www.google.com/maps/contrib/107217621668284862743/reviews?hl=en,3,6 days ago,جيد,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xodloybzJURk0xV2xZeFNYVnpOVUp0Y1hSWlUzYxAB,حنان الغامدي,https://www.google.com/maps/contrib/106136036200000220879/reviews?hl=en,5,a week ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21Oa2IzZGthRVIwVURORGRYaG9MVFp5Um5SMGNFRRAB,ابو درر القحطاني,https://www.google.com/maps/contrib/102537648023979535736/reviews?hl=en,4,2 weeks ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT25BNWNUUjBlVzk1Um1FMVJVUmxSbXBpZG1KUGRHYxAB,Adam Shafiey644,https://www.google.com/maps/contrib/118296126421940761886/reviews?hl=en,5,3 weeks ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xOMmJHNU9WM1EwU2toUWEwdGZSbUY2U1hkTFYxRRAB,فالح الشمري,https://www.google.com/maps/contrib/113753655544087923796/reviews?hl=en,5,3 weeks ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2t0RVdUTllYekJsUVdwNFJUVmxWRzVFU1c5cFpsRRAB,راشــد _,https://www.google.com/maps/contrib/100463608136210558074/reviews?hl=en,3,4 weeks ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xwQ1RXbGtVVTVwUlcxRFUwSjJObmx2U2paMlJHYxAB,Eng. Ahmed AmrAllah,https://www.google.com/maps/contrib/111171136112302550068/reviews?hl=en,5,a month ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xsRU4zUklibFZvWmt0elNGbFdPRVZwZG1GeFZVRRAB,Kawther Habib,https://www.google.com/maps/contrib/116306850001983598090/reviews?hl=en,5,a month ago,رحت فترة هدوء مكان مريح,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2paclYzQmFlRUpsTVc0NWJtWm9XbWxwU25wT1pHYxAB,JUNED AHMED KHAN,https://www.google.com/maps/contrib/116019476028763830904/reviews?hl=en,5,a month ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2paMFgyTnVYMDE1TmpCbVdVWkZlVlIwWDBkbVlYYxAB,Talib Ta,https://www.google.com/maps/contrib/108511926464508271243/reviews?hl=en,5,a month ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xaVlNYRmZSMjlGUkVaMlgzUjBiVU50TkhGUVpuYxAB,عزوز,https://www.google.com/maps/contrib/111085399113398485933/reviews?hl=en,5,a month ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2tWNVQwSndZelp6T1UxbE1rTkhZV00wUldGa2RFRRAB,aeed ahmed,https://www.google.com/maps/contrib/116655184189536938177/reviews?hl=en,5,a month ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2pacFgwSldWR0pmWmxvMFRuRlRNMmd5WWtkclFWRRAB,ابو محمد,https://www.google.com/maps/contrib/109154059832684509275/reviews?hl=en,5,a month ago,مكان جميل,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT25saGRXeFVhRWRFU1VOclNEaE1NSGRDUTB4R09YYxAB,Aleem Saleem,https://www.google.com/maps/contrib/114346739527708987350/reviews?hl=en,5,2 months ago,One of the peacefull corniche in Dammam. Lovely place,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21Ob1l6RlRka1pzWTBsM2N6TlVRVXRDTWpSRU5uYxAB,Ali Alameer,https://www.google.com/maps/contrib/105917358953328954155/reviews?hl=en,5,2 months ago,مناسبه جدا,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21aWlJHcEVabmRhT1hKdk5ubFlOek5IYjA5dWJGRRAB,Mrzok Aljmaan,https://www.google.com/maps/contrib/112976707653505389281/reviews?hl=en,5,2 months ago,المكان جميل وهادئ,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2tndGVDMVpTM2hLTlVaeWNVMUtjbGhsU0dwWFNHYxAB,أبو خليل,https://www.google.com/maps/contrib/102408572212952419666/reviews?hl=en,5,2 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xoQ1RuVlBZMWs0UTJ4MVUwTkZaVzVGWlhSUlprRRAB,Dalal Alanizi,https://www.google.com/maps/contrib/115796742334724947002/reviews?hl=en,4,2 months ago,حلو ة جمله ورايقة وهدوء,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2tGUlNuVjRZMHBTTW5GclpXUTRjM2xHVW5vMFRIYxAB,Olla Abdallah,https://www.google.com/maps/contrib/101110087889401166775/reviews?hl=en,5,2 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21SU1MxTjNZMjkxV1VReE9VUjFXbWx4WldzeVVsRRAB,Moktar,https://www.google.com/maps/contrib/115534034302252322226/reviews?hl=en,5,2 months ago,ما شاء الله يالمكان روعه,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2t4a1JXWldORGR1ZHpaNlJsbFFXRlp2YlhOUmFrRRAB,محمد صالح,https://www.google.com/maps/contrib/106571677038588748907/reviews?hl=en,5,2 months ago,جميلة,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT205d1lreEROR2hNZFZWVVRYVTNlVlpWVmsxTVdXYxAB,محمد المزيني,https://www.google.com/maps/contrib/110243149210522344905/reviews?hl=en,5,2 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21WamNITkViV3RpVVdaV2RqRnRRVWxZUlUwM01YYxAB,edrees,https://www.google.com/maps/contrib/116996771015557924781/reviews?hl=en,5,2 months ago,مكان جميل انصح فيه,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21sak4wbERiREUzY3pCUGVFVkZUMGxSVVdVM05IYxAB,حسن الحمدي,https://www.google.com/maps/contrib/114697484021901620017/reviews?hl=en,1,2 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,ChZDSUhNMG9nS0VJQ0FnSUN4NFl2Ukl3EAE,عبدالله العصيمي,https://www.google.com/maps/contrib/117367286729810865541/reviews?hl=en,5,Edited 3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xFelIyRmtRWFJHTFd0M1gwbzFYemx3TTA1UGEyYxAB,Ameen Rashdeh,https://www.google.com/maps/contrib/103252168163646670195/reviews?hl=en,1,3 months ago,سيئ جدا لا خدمات لا انارة لا حمامات,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xWb09GVlRhbEJYUkRWaGRrdEtOWEppYTNGVlpHYxAB,بلال حرفوش,https://www.google.com/maps/contrib/117299784691559729865/reviews?hl=en,5,3 months ago,متنفس جميل للعوائل,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xGNWJGcEZUa2xKVUdveFYyaFBPRjlyZFdOMU1sRRAB,Emad Lashen,https://www.google.com/maps/contrib/103042038943857904421/reviews?hl=en,5,3 months ago,رائعة جداً موقع مميز يسهل الوصول الية نظيف ومرتب,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2pNd1ltbHpaR0pJUjFGaFoxSjZla2xDTmtaQ2IzYxAB,MOHAMMED OMRAN,https://www.google.com/maps/contrib/102860274203890913027/reviews?hl=en,4,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT25jMmNWZGxZMmRzZWpOMFdXVldWM0k0YkhodGFsRRAB,سليمان الحداد -FM- SULAIMAN,https://www.google.com/maps/contrib/111744128614634082771/reviews?hl=en,5,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2pOME5VNVphVzB3VVhwMU4waG5TbWh0V2xsSFJIYxAB,فضيات الزهراء,https://www.google.com/maps/contrib/108908366984409701854/reviews?hl=en,4,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2twa1dYUkNjRlZUY1cxUFdHSmhSMEpJT0doNE5HYxAB,محمد يتيمي,https://www.google.com/maps/contrib/108088685619400717177/reviews?hl=en,1,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT21sSFNrTXlUM0JKVTIxdFNtUm5la3huTWtoNVQxRRAB,Rashad Almasri,https://www.google.com/maps/contrib/105040848607672887348/reviews?hl=en,5,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2pReVRXRnhXVVJrZEVKZlQySnZabUpmYkhkdU5FRRAB,Abo Hamed,https://www.google.com/maps/contrib/103690369052057543312/reviews?hl=en,5,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2xGemNVZ3lZVGx0VVhGUU5tUlVaVlpmVGsxd1dGRRAB,محمد المحمد,https://www.google.com/maps/contrib/111112990594213144764/reviews?hl=en,2,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2tsdlJYSTJkVmRsZVdWeFFtSkZWR2g0Y2xsQ2JVRRAB,AMIR ALHUTABI,https://www.google.com/maps/contrib/100173223185659354396/reviews?hl=en,3,3 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2tONWEzQk9TR1JGTTBjNE5qYzNSSEZXUzBvNFNtYxAB,محمد هرهره,https://www.google.com/maps/contrib/107786800158265264825/reviews?hl=en,5,4 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2t4dU1WVkZNemhYUlhwSVVHbHdWaTFOZG5GbFJYYxAB,Salem Sultan,https://www.google.com/maps/contrib/101820633374392206154/reviews?hl=en,3,4 months ago,المكان هادئ وغير مزحوم وجزء منه تحت الصيانة لكن موقعه المقابل لجزيرة المرجان يضفي عليه جمال خاص.,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2twdWJuaGZVMFp5Y2kxWWMyRTRlR0V3YTB4cGNGRRAB,محمد البقمي,https://www.google.com/maps/contrib/112030748521719290944/reviews?hl=en,5,4 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2pBdFF6aHlOVTA1ZGxkM1EweDRkbDgyUVVVdFMxRRAB,معتصم يفوز,https://www.google.com/maps/contrib/107429025808091846958/reviews?hl=en,5,4 months ago,مكان هادى وجميل مره حلو,True,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT25SWFNETnNOMFJDVlc4MlFVZG9NblIyYldaSFZIYxAB,غرم سعد ال حاقان,https://www.google.com/maps/contrib/102768145412388350999/reviews?hl=en,5,4 months ago,,False,True,False,2026-09-25
P03,الواجهة البحرية,الدمام,كورنيش,https://maps.app.goo.gl/E5ZBjcN8sv3pc3Jh8,Ci9DQUlRQUNvZENodHljRjlvT2psTE9XMVJWR1pKU0dkM2RtTk1NR3RyVEhKZmIwRRAB,hey guys the first time,https://www.google.com/maps/contrib/105252354452672749528/reviews?hl=en,2,4 months ago,يحتاج تطوير,True,True,False,2026-09-25
